日期,市場,產品,上價,中價,下價,平均價(元/公斤),交易量(公斤)
2019/7/24,台北二,芒果 金煌,43,25.7,12.2,26.5,"10,915"
2019/7/25,台北二,芒果 金煌,42,28.4,16.8,28.8,"7,542"
2019/7/26,台北二,芒果 金煌,44.7,30.5,15.5,30.4,"7,654"
2019/7/27,台北二,芒果 金煌,49.1,28,14.9,29.6,"8,334"
2019/7/28,台北二,芒果 金煌,54.8,38,20.7,37.9,"6,946"
2019/7/30,台北二,芒果 金煌,54.9,33.9,18.2,35,"12,315"
2019/7/31,台北二,芒果 金煌,56.1,36.7,18.3,36.9,"10,936"
2019/8/1,台北二,芒果 金煌,50.3,32.4,19.5,33.4,"9,750"
2019/8/2,台北二,芒果 金煌,51,28.8,17.8,31,"8,361"
2019/8/3,台北二,芒果 金煌,52.4,29.9,17,31.8,"7,658"
2019/8/4,台北二,芒果 金煌,52.7,27.1,13,29.4,"8,065"
2019/8/6,台北二,芒果 金煌,47.2,30.1,15.9,30.7,"6,236"
2019/8/7,台北二,芒果 金煌,61.8,32.6,14.8,34.9,"3,575"
2019/8/8,台北二,芒果 金煌,59.7,31,16.2,33.8,"5,532"
2019/8/9,台北二,芒果 金煌,67.5,34.6,16.1,37.5,"3,757"
2019/8/10,台北二,芒果 金煌,55.3,31.9,17.5,33.7,"6,342"
2019/8/11,台北二,芒果 金煌,68.8,40,21.7,42.1,"4,760"
2019/8/13,台北二,芒果 金煌,66,37.9,20,39.9,"6,011"
2019/8/14,台北二,芒果 金煌,80.2,39.5,19.8,43.7,"6,131"
2019/8/15,台北二,芒果 金煌,77.8,38.1,21.6,42.7,"4,993"
2019/8/18,台北二,芒果 金煌,70.6,44.2,27.4,46.1,"1,352"
2019/8/20,台北二,芒果 金煌,78.1,38.1,20.6,42.6,"2,437"
2019/8/21,台北二,芒果 金煌,60,28.9,15.8,32.5,"2,862"
2019/8/22,台北二,芒果 金煌,71.7,37.1,17.4,40.1,"2,263"
2019/8/23,台北二,芒果 金煌,66.8,37.5,22.1,40.2,"2,838"
2019/8/24,台北二,芒果 金煌,66.5,37.7,19.2,39.7,"2,992"
2019/8/25,台北二,芒果 金煌,59.3,32.9,17.2,35,"3,184"
2019/8/27,台北二,芒果 金煌,63.2,33.2,16.6,35.9,"2,603"
2019/8/28,台北二,芒果 金煌,73.3,38.1,16.6,40.9,"2,471"
2019/8/29,台北二,芒果 金煌,63.8,44.7,23.9,44.4,"1,062"
2019/8/30,台北二,芒果 金煌,60.8,33,21,36.2,"1,584"
2019/8/31,台北二,芒果 金煌,90,86.7,75,85,324
2020/4/1,台北二,芒果 金煌,113.5,74.3,52.6,77.8,476
2020/4/2,台北二,芒果 金煌,104.6,66.4,37.8,68.3,"1,058"
2020/4/3,台北二,芒果 金煌,109.3,66.3,31.6,68,777
2020/4/4,台北二,芒果 金煌,109.3,69.1,42.5,71.8,774
2020/4/7,台北二,芒果 金煌,107.4,59.7,40.2,65.3,"1,709"
2020/4/8,台北二,芒果 金煌,104.4,64.8,46.9,69.1,776
2020/4/9,台北二,芒果 金煌,83.1,59.9,44.4,61.4,619
2020/4/10,台北二,芒果 金煌,93,67.7,37.7,66.8,731
2020/4/11,台北二,芒果 金煌,97.8,55.7,30.9,59.1,"1,168"
2020/4/12,台北二,芒果 金煌,83.1,54.6,34.8,56.4,"1,165"
2020/4/14,台北二,芒果 金煌,73.7,50.1,36,52,"1,382"
2020/4/15,台北二,芒果 金煌,83.7,53.3,37.1,56.2,"1,129"
2020/4/16,台北二,芒果 金煌,61.8,46.1,35.8,47.2,755
2020/4/17,台北二,芒果 金煌,68.1,44.4,26.1,45.5,"1,401"
2020/4/18,台北二,芒果 金煌,85.6,51.5,28.6,53.7,"1,898"
2020/4/19,台北二,芒果 金煌,87.6,49.5,34.3,54.1,"1,683"
2020/4/21,台北二,芒果 金煌,75.8,45.8,28.3,48.3,"3,611"
2020/4/22,台北二,芒果 金煌,79.9,46.3,30,49.8,"3,156"
2020/4/23,台北二,芒果 金煌,72,40.3,28,44.2,"1,700"
2020/4/24,台北二,芒果 金煌,77.2,42.2,32.9,47.4,"1,169"
2020/4/25,台北二,芒果 金煌,79.2,53.6,31.2,54.2,"1,534"
2020/4/26,台北二,芒果 金煌,65.8,47.4,31.8,48,"2,019"
2020/4/28,台北二,芒果 金煌,68.1,43.1,30.5,45.6,"2,532"
2020/4/29,台北二,芒果 金煌,69.3,50.6,34.2,51.1,"1,989"
2020/4/30,台北二,芒果 金煌,60.9,39.5,24.2,40.7,"1,950"
2020/5/1,台北二,芒果 金煌,63.3,45.5,29.2,45.8,"2,555"
2020/5/2,台北二,芒果 金煌,63.8,47.4,27,46.6,"2,027"
2020/5/3,台北二,芒果 金煌,63.1,38.2,25.7,40.6,"2,152"
2020/5/5,台北二,芒果 金煌,67.3,46.3,23.1,45.9,"3,012"
2020/5/6,台北二,芒果 金煌,69.8,53.7,33.1,52.8,"3,599"
2020/5/7,台北二,芒果 金煌,73.5,46.3,26.3,47.8,"2,978"
2020/5/8,台北二,芒果 金煌,68.5,43.4,24.7,44.7,"2,653"
2020/5/9,台北二,芒果 金煌,67.8,47.2,27.7,47.4,"2,589"
2020/5/10,台北二,芒果 金煌,63,44.3,27.2,44.6,"2,749"
2020/5/12,台北二,芒果 金煌,59.6,43.4,23.4,42.7,"2,798"
2020/5/13,台北二,芒果 金煌,50.8,38.1,24.5,37.9,"3,499"
2020/5/14,台北二,芒果 金煌,43.7,31.3,16.8,30.8,"4,285"
2020/5/15,台北二,芒果 金煌,46,32.4,20.8,32.8,"3,539"
2020/5/16,台北二,芒果 金煌,54.1,34.5,23.6,36.2,"3,614"
2020/5/17,台北二,芒果 金煌,43.6,29.8,17.9,30.2,"4,451"
2020/5/19,台北二,芒果 金煌,47.3,32,15.9,31.8,"4,376"
2020/5/20,台北二,芒果 金煌,43.3,29.7,18,30.1,"5,423"
2020/5/21,台北二,芒果 金煌,46,33.3,19.3,33,"4,553"
2020/5/22,台北二,芒果 金煌,47,31.8,21.8,32.8,"6,950"
2020/5/23,台北二,芒果 金煌,44.7,29.3,17.1,30,"5,847"
2020/5/24,台北二,芒果 金煌,50.1,31.4,19.5,32.7,"4,265"
2020/5/26,台北二,芒果 金煌,51.7,29.5,19.6,31.9,"3,388"
2020/5/27,台北二,芒果 金煌,53,32.9,17,33.7,"3,996"
2020/5/28,台北二,芒果 金煌,45.8,29.7,15.5,30.1,"5,749"
2020/5/29,台北二,芒果 金煌,41.3,25.2,15.1,26.4,"6,670"
2020/5/30,台北二,芒果 金煌,42.6,26,15.6,27.2,"6,296"
2020/5/31,台北二,芒果 金煌,37.3,24.4,15.6,25.2,"7,193"
2020/6/2,台北二,芒果 金煌,40.9,24.7,14.2,25.8,"8,007"
2020/6/3,台北二,芒果 金煌,41.4,28.5,15.4,28.5,"7,881"
2020/6/4,台北二,芒果 金煌,39.6,28.5,15.4,28.1,"7,723"
2020/6/5,台北二,芒果 金煌,40.2,27,13.8,27,"8,661"
2020/6/6,台北二,芒果 金煌,44.8,28.4,16.9,29.4,"10,196"
2020/6/7,台北二,芒果 金煌,41.7,29.3,13.8,28.6,"6,919"
2020/6/9,台北二,芒果 金煌,38.5,25,14,25.5,"8,214"
2020/6/10,台北二,芒果 金煌,35.8,25.4,15.1,25.4,"8,093"
2020/6/11,台北二,芒果 金煌,34.6,21.9,14.7,23,"7,001"
2020/6/12,台北二,芒果 金煌,35.5,28,15.3,27,"7,039"
2020/6/13,台北二,芒果 金煌,34.2,26.8,17.1,26.3,"6,218"
2020/6/14,台北二,芒果 金煌,35.2,25.5,16.5,25.7,"7,514"
2020/6/16,台北二,芒果 金煌,38.9,27.6,15.7,27.5,"8,024"
2020/6/17,台北二,芒果 金煌,39.2,27.6,16,27.6,"6,450"
2020/6/18,台北二,芒果 金煌,36.6,27.9,16.8,27.4,"8,294"
2020/6/19,台北二,芒果 金煌,41.8,26.5,11.7,26.6,"10,459"
2020/6/20,台北二,芒果 金煌,38.1,29,17.8,28.6,"9,495"
2020/6/21,台北二,芒果 金煌,38.2,28.1,18.2,28.1,"9,622"
2020/6/23,台北二,芒果 金煌,40.2,28.9,14.3,28.2,"9,632"
2020/6/24,台北二,芒果 金煌,51.3,35.9,19,35.6,"5,880"
2020/6/25,台北二,芒果 金煌,50.4,35.7,17.6,35,"8,053"
2020/6/28,台北二,芒果 金煌,48.2,32.9,16.3,32.6,"6,902"
2020/6/30,台北二,芒果 金煌,43.8,31.3,16.2,30.8,"7,982"
2020/7/1,台北二,芒果 金煌,42.9,30.7,19.9,31,"8,753"
2020/7/2,台北二,芒果 金煌,41.1,33.7,21.7,32.8,"7,772"
2020/7/3,台北二,芒果 金煌,41.5,30.5,14.6,29.5,"10,436"
2020/7/4,台北二,芒果 金煌,43,34.7,21.2,33.7,"10,803"
2020/7/5,台北二,芒果 金煌,40.7,31.8,18.6,31,"8,696"
2020/7/7,台北二,芒果 金煌,41.2,30.5,14.8,29.5,"8,260"
2020/7/8,台北二,芒果 金煌,39.8,29.8,16.8,29.2,"7,789"
2020/7/9,台北二,芒果 金煌,34.9,26.4,17.6,26.4,"8,444"
2020/7/10,台北二,芒果 金煌,38.6,28.8,17.3,28.5,"6,915"
2020/7/11,台北二,芒果 金煌,36.7,27.7,18.4,27.6,"8,475"
2020/7/12,台北二,芒果 金煌,34.6,29.4,18.8,28.3,"8,623"
2020/7/14,台北二,芒果 金煌,38.6,28.9,16.6,28.4,"8,939"
2020/7/15,台北二,芒果 金煌,43.3,28.3,16.2,28.9,"9,407"
2020/7/17,台北二,芒果 金煌,44.8,30.8,17.3,30.9,"8,208"
2020/7/18,台北二,芒果 金煌,45.7,31.7,21.3,32.4,"8,818"
2020/7/19,台北二,芒果 金煌,45.5,34.2,19.7,33.6,"11,960"
2020/7/21,台北二,芒果 金煌,43.9,31.5,18.3,31.4,"12,048"
2020/7/22,台北二,芒果 金煌,47.3,32.3,15.6,31.9,"7,267"
2020/7/23,台北二,芒果 金煌,43.2,30.1,17.9,30.3,"7,028"
2020/7/24,台北二,芒果 金煌,45.6,32.6,19.7,32.6,"8,672"
2020/7/25,台北二,芒果 金煌,40.6,30.6,18.5,30.2,"9,892"
2020/7/26,台北二,芒果 金煌,39.5,28.6,19.2,28.9,"9,816"
2020/7/28,台北二,芒果 金煌,39,29.5,19.4,29.4,"7,957"
2020/7/29,台北二,芒果 金煌,36.7,28.5,17.4,27.9,"7,020"
2020/7/30,台北二,芒果 金煌,45.8,29.6,19.7,30.9,"4,816"
2020/7/31,台北二,芒果 金煌,46.8,30.2,23,32.1,"4,579"
2020/8/1,台北二,芒果 金煌,59.7,40.8,24.6,41.4,"5,247"
2020/8/2,台北二,芒果 金煌,64.3,43.6,24.7,44,"6,570"
2020/8/4,台北二,芒果 金煌,63.8,34.2,17.8,36.8,"7,819"
2020/8/5,台北二,芒果 金煌,63.3,43.4,26.2,43.9,"5,140"
2020/8/6,台北二,芒果 金煌,56.7,37,18.4,37.3,"5,539"
2020/8/7,台北二,芒果 金煌,62.4,32.6,5.9,33.3,"3,356"
2020/8/8,台北二,芒果 金煌,64.5,39.2,20.9,40.6,"3,891"
2020/8/9,台北二,芒果 金煌,68,43.4,21.4,43.9,"4,722"
2020/8/11,台北二,芒果 金煌,69.3,41.8,18.9,42.7,"5,961"
2020/8/12,台北二,芒果 金煌,75.8,46.7,27.7,48.7,"3,501"
2020/8/14,台北二,芒果 金煌,83.7,54.8,11.8,52,"1,735"
2020/8/15,台北二,芒果 金煌,80.1,46.7,15.9,47.2,"3,110"
2020/8/16,台北二,芒果 金煌,85.9,61,30.6,59.9,"2,251"
2020/8/18,台北二,芒果 金煌,88.2,46.8,13.4,48.4,"4,042"
2020/8/19,台北二,芒果 金煌,76.3,46.6,17.8,46.8,"4,216"
2020/8/20,台北二,芒果 金煌,85.4,38.1,12.2,42.4,"1,772"
2020/8/21,台北二,芒果 金煌,90.7,65.6,29.3,63.4,"1,229"
2020/8/22,台北二,芒果 金煌,91.9,55,25.4,56.4,"2,217"
2020/8/23,台北二,芒果 金煌,100,48.6,16.7,52.5,"2,099"
2020/8/25,台北二,芒果 金煌,91.5,71,32.4,67.4,"1,738"
2020/8/26,台北二,芒果 金煌,95,48,28.7,53.6,"1,047"
2020/8/27,台北二,芒果 金煌,90,64.6,29.2,62.6,815
2020/8/28,台北二,芒果 金煌,93.6,68.1,28.6,65.3,904
2020/8/29,台北二,芒果 金煌,94.9,74.8,31.7,70.2,"2,058"
2020/8/30,台北二,芒果 金煌,95,83.2,35.2,76,"1,577"
2014/4/1,台北一,芒果 金煌,94.7,77.6,53.2,76.1,637
2014/4/2,台北一,芒果 金煌,108,81,51.4,80.5,529
2014/4/3,台北一,芒果 金煌,116.6,90,67.4,90.8,607
2014/4/4,台北一,芒果 金煌,120.1,87.9,67.1,90.2,568
2014/4/8,台北一,芒果 金煌,113.3,69.5,46.7,73.7,828
2014/4/9,台北一,芒果 金煌,125.3,85,54.3,86.9,598
2014/4/10,台北一,芒果 金煌,117.3,89.5,61,89.3,795
2014/4/11,台北一,芒果 金煌,115.6,86.4,56.2,86.2,820
2014/4/12,台北一,芒果 金煌,97.4,76.4,51.3,75.6,"1,545"
2014/4/13,台北一,芒果 金煌,86.9,59.6,40.4,61.2,"1,932"
2014/4/15,台北一,芒果 金煌,79.3,62.8,45.5,62.6,"1,188"
2014/4/16,台北一,芒果 金煌,83.4,65,44.7,64.6,955
2014/4/17,台北一,芒果 金煌,79.7,66.5,38.5,63.5,"1,145"
2014/4/18,台北一,芒果 金煌,89.3,71.8,31.6,67.3,"1,096"
2014/4/19,台北一,芒果 金煌,89.9,65.6,36.4,64.6,"1,958"
2014/4/20,台北一,芒果 金煌,80.7,63.2,38.9,61.9,"1,989"
2014/4/22,台北一,芒果 金煌,79.3,61.3,37.6,60.1,"2,325"
2014/4/23,台北一,芒果 金煌,74.1,58.6,35.8,57.2,981
2014/4/24,台北一,芒果 金煌,90,60.3,33.4,60.8,503
2014/4/25,台北一,芒果 金煌,89.7,60.1,37.2,61.5,"1,349"
2014/4/26,台北一,芒果 金煌,76.6,57.4,35.7,56.9,"2,273"
2014/4/27,台北一,芒果 金煌,81.7,58.9,32.8,58.2,"2,167"
2014/4/29,台北一,芒果 金煌,93.2,54.1,32.5,57.6,"2,387"
2014/4/30,台北一,芒果 金煌,104,71.1,47.1,72.9,871
2014/5/1,台北一,芒果 金煌,98.9,61.2,30,62.5,"1,330"
2014/5/2,台北一,芒果 金煌,84.3,63.3,45.1,63.9,"1,786"
2014/5/3,台北一,芒果 金煌,78.2,56.9,36.8,57.1,"2,935"
2014/5/4,台北一,芒果 金煌,77.8,48.6,27.6,50.2,"2,083"
2014/5/6,台北一,芒果 金煌,79.8,49.5,26.8,51,"2,457"
2014/5/7,台北一,芒果 金煌,72.3,42.3,27.7,45.4,"3,221"
2014/5/8,台北一,芒果 金煌,65.7,41.9,23.4,43,"1,776"
2014/5/9,台北一,芒果 金煌,80,40.3,20.1,44.2,"2,768"
2014/5/10,台北一,芒果 金煌,102.1,54.2,31.2,59.2,"2,836"
2014/5/11,台北一,芒果 金煌,91.7,56.3,31.9,58.5,"4,069"
2014/5/13,台北一,芒果 金煌,83.5,54,27.2,54.5,"3,574"
2014/5/14,台北一,芒果 金煌,81.1,48.8,28.4,51.2,"2,438"
2014/5/15,台北一,芒果 金煌,84.1,53.5,29,54.8,"1,531"
2014/5/16,台北一,芒果 金煌,91.1,48.6,24.7,52.3,"2,350"
2014/5/17,台北一,芒果 金煌,83.8,43.6,27.2,48.4,"3,310"
2014/5/18,台北一,芒果 金煌,63.1,35.3,19.4,37.7,"4,029"
2014/5/20,台北一,芒果 金煌,48,30.1,17.3,31.1,"4,428"
2014/5/21,台北一,芒果 金煌,47.2,26.8,12.5,28,"3,109"
2014/5/22,台北一,芒果 金煌,46.6,29.3,18.2,30.5,"4,711"
2014/5/23,台北一,芒果 金煌,56.3,33.2,18.6,34.9,"2,989"
2014/5/24,台北一,芒果 金煌,46.8,31.1,17.3,31.5,"4,174"
2014/5/25,台北一,芒果 金煌,48,32.2,20.3,33,"3,301"
2014/5/27,台北一,芒果 金煌,54.6,31.7,21.5,34.3,"5,055"
2014/5/28,台北一,芒果 金煌,52.3,34.1,17.1,34.3,"7,085"
2014/5/29,台北一,芒果 金煌,49.6,32.1,20,33.2,"4,540"
2014/5/30,台北一,芒果 金煌,53.2,31.2,21.5,33.6,"2,500"
2014/5/31,台北一,芒果 金煌,48,32.1,19.3,32.7,"5,340"
2014/6/1,台北一,芒果 金煌,62.7,33,16.7,35.7,"4,442"
2014/6/2,台北一,芒果 金煌,54.5,32.6,15.5,33.6,"1,963"
2014/6/5,台北一,芒果 金煌,54.4,36.1,19.3,36.4,"4,129"
2014/6/6,台北一,芒果 金煌,55.2,33.5,17.7,34.6,"4,263"
2014/6/7,台北一,芒果 金煌,57,34.6,21.5,36.5,"3,806"
2014/6/8,台北一,芒果 金煌,46.5,31.4,18.7,31.9,"4,566"
2014/6/10,台北一,芒果 金煌,49.5,31.7,19,32.7,"7,460"
2014/6/11,台北一,芒果 金煌,52.3,30.7,18.4,32.5,"9,772"
2014/6/12,台北一,芒果 金煌,47.6,30.6,21.2,32.1,"7,683"
2014/6/13,台北一,芒果 金煌,55.2,32.8,17.7,34.3,"5,037"
2014/6/14,台北一,芒果 金煌,51.5,30.6,18,32.3,"6,174"
2014/6/15,台北一,芒果 金煌,42,26.8,16.8,27.9,"7,236"
2014/6/17,台北一,芒果 金煌,39.8,28.4,16.8,28.4,"11,401"
2014/6/18,台北一,芒果 金煌,40.5,24.3,13.4,25.3,"6,124"
2014/6/19,台北一,芒果 金煌,39.8,26.7,15.8,27.2,"5,889"
2014/6/20,台北一,芒果 金煌,35,27.6,15.6,26.7,"7,547"
2014/6/21,台北一,芒果 金煌,34.3,24.4,13.8,24.3,"8,137"
2014/6/22,台北一,芒果 金煌,33.7,24,13.8,23.9,"8,483"
2014/6/24,台北一,芒果 金煌,34,24.7,15.1,24.6,"9,532"
2014/6/25,台北一,芒果 金煌,33.9,26.2,18.5,26.2,"11,188"
2014/6/26,台北一,芒果 金煌,40.1,28.2,16.4,28.2,"13,955"
2014/6/27,台北一,芒果 金煌,43.1,29,18,29.6,"11,497"
2014/6/28,台北一,芒果 金煌,40.4,30.9,19.7,30.6,"11,338"
2014/6/29,台北一,芒果 金煌,38.4,29.2,16.8,28.6,"9,848"
2014/7/1,台北一,芒果 金煌,40.2,28.9,15.7,28.5,"10,823"
2014/7/2,台北一,芒果 金煌,38.4,29,17.4,28.5,"7,412"
2014/7/3,台北一,芒果 金煌,35.1,26.5,15.1,26,"10,827"
2014/7/4,台北一,芒果 金煌,35.6,24,13.5,24.2,"12,077"
2014/7/5,台北一,芒果 金煌,34.4,26.1,16.8,25.9,"13,815"
2014/7/6,台北一,芒果 金煌,35.6,25.9,15.7,25.8,"14,366"
2014/7/8,台北一,芒果 金煌,33.8,26.3,17.8,26.1,"16,712"
2014/7/9,台北一,芒果 金煌,34.4,25.9,19.8,26.4,"12,792"
2014/7/10,台北一,芒果 金煌,35.9,25.9,15.7,25.9,"18,414"
2014/7/11,台北一,芒果 金煌,36.5,27,17.3,26.9,"16,225"
2014/7/12,台北一,芒果 金煌,35.5,27,16.4,26.6,"13,028"
2014/7/13,台北一,芒果 金煌,34.8,26.1,16.4,25.9,"12,225"
2014/7/15,台北一,芒果 金煌,34.1,26.5,17,26.1,"12,839"
2014/7/16,台北一,芒果 金煌,38.4,29,21.4,29.4,"10,642"
2014/7/17,台北一,芒果 金煌,37.2,26.6,15.6,26.5,"11,479"
2014/7/18,台北一,芒果 金煌,36.1,27.1,18,27.1,"11,112"
2014/7/19,台北一,芒果 金煌,33.5,27.2,21.3,27.3,"10,822"
2014/7/20,台北一,芒果 金煌,38.2,29.6,20.6,29.5,"11,125"
2014/7/22,台北一,芒果 金煌,36.8,27.6,18.8,27.7,"15,647"
2014/7/23,台北一,芒果 金煌,39.5,28.5,21.2,29.3,"13,148"
2014/7/24,台北一,芒果 金煌,41.2,30.3,22.7,31,"10,254"
2014/7/25,台北一,芒果 金煌,41.5,31.6,22.9,31.8,"11,044"
2014/7/26,台北一,芒果 金煌,43.7,31.1,23.3,32.1,"9,778"
2014/7/27,台北一,芒果 金煌,45.3,31.5,22.7,32.5,"13,281"
2014/7/29,台北一,芒果 金煌,42.1,29.8,19.8,30.2,"11,392"
2014/7/30,台北一,芒果 金煌,42.5,29.8,16.8,29.8,"9,269"
2014/7/31,台北一,芒果 金煌,41.5,27.2,15.7,27.7,"8,349"
2014/8/1,台北一,芒果 金煌,42,27.6,18.4,28.6,"6,775"
2014/8/2,台北一,芒果 金煌,40.2,30.8,20.4,30.6,"8,871"
2014/8/3,台北一,芒果 金煌,42.4,29.6,20.6,30.4,"9,495"
2014/8/5,台北一,芒果 金煌,44.9,31.6,19.3,31.8,"6,372"
2014/8/6,台北一,芒果 金煌,46.7,33.2,24.7,34.2,"4,761"
2014/8/7,台北一,芒果 金煌,50.5,35.3,21.8,35.7,"6,591"
2014/8/8,台北一,芒果 金煌,48,33.5,21.1,33.9,"7,592"
2014/8/9,台北一,芒果 金煌,58.3,39.7,22.1,39.9,"7,503"
2014/8/10,台北一,芒果 金煌,61.2,34.6,22.3,37.4,"3,979"
2014/8/13,台北一,芒果 金煌,42.8,27.8,17.7,28.8,"2,869"
2014/8/14,台北一,芒果 金煌,40.9,27.1,19.7,28.4,890
2014/8/15,台北一,芒果 金煌,51.8,31.2,20,33.1,"2,400"
2014/8/16,台北一,芒果 金煌,51,30.7,22,33,"2,366"
2014/8/17,台北一,芒果 金煌,57.2,37.1,18.2,37.4,"2,007"
2014/8/19,台北一,芒果 金煌,50.2,34,20.1,34.5,"2,602"
2014/8/20,台北一,芒果 金煌,55.6,30.7,19.8,33.5,"1,644"
2014/8/21,台北一,芒果 金煌,55.7,34.1,20.4,35.7,"1,488"
2014/8/22,台北一,芒果 金煌,62.2,41.3,33,43.8,"1,092"
2014/8/23,台北一,芒果 金煌,54.3,32.8,16.6,33.9,"2,112"
2014/8/24,台北一,芒果 金煌,60.8,36.4,20,38,516
2014/8/26,台北一,芒果 金煌,35,33.2,21.5,31.2,756
2014/8/27,台北一,芒果 金煌,25.6,20.2,18.3,20.9,318
2014/8/28,台北一,芒果 金煌,31.7,29.7,23,28.8,495
2014/8/29,台北一,芒果 金煌,32.4,24.8,20.7,25.5,648
2014/8/30,台北一,芒果 金煌,56.9,30,30,35.4,208
2014/8/31,台北一,芒果 金煌,35,23.4,22,25.4,143
2015/4/1,台北一,芒果 金煌,104.4,91.8,55.1,87,344
2015/4/2,台北一,芒果 金煌,81.8,67.8,49.3,66.9,"1,071"
2015/4/3,台北一,芒果 金煌,80.7,57.5,39,58.4,"1,108"
2015/4/4,台北一,芒果 金煌,83.1,66.1,35.3,63.3,636
2015/4/7,台北一,芒果 金煌,81.3,66.7,48.9,66.1,168
2015/4/8,台北一,芒果 金煌,88.4,69.5,40,67.4,510
2015/4/9,台北一,芒果 金煌,88.6,62.3,47.5,64.6,796
2015/4/10,台北一,芒果 金煌,78,59.5,44.3,60.1,"1,053"
2015/4/11,台北一,芒果 金煌,98.5,69.9,36.5,69,745
2015/4/12,台北一,芒果 金煌,83.6,65.9,40.7,64.4,716
2015/4/14,台北一,芒果 金煌,78.6,62.2,40.1,61.1,"1,117"
2015/4/15,台北一,芒果 金煌,81,61.7,36.2,60.5,840
2015/4/16,台北一,芒果 金煌,67.7,50.8,43.7,52.7,756
2015/4/17,台北一,芒果 金煌,78.3,60,39.8,59.6,974
2015/4/18,台北一,芒果 金煌,73.6,52.5,37.9,53.8,"2,172"
2015/4/19,台北一,芒果 金煌,79,48.4,32.4,51.3,"1,229"
2015/4/21,台北一,芒果 金煌,79.6,56.6,38.5,57.6,"1,357"
2015/4/22,台北一,芒果 金煌,55.6,44.1,31.5,43.9,494
2015/4/23,台北一,芒果 金煌,72,43.9,29.9,46.7,811
2015/4/24,台北一,芒果 金煌,81,51.1,29.8,52.8,761
2015/4/25,台北一,芒果 金煌,100.7,65,32.7,65.7,"1,152"
2015/4/26,台北一,芒果 金煌,79.1,55.9,42.6,57.9,824
2015/4/28,台北一,芒果 金煌,80.4,55,33.6,55.8,"1,446"
2015/4/29,台北一,芒果 金煌,75.5,52.7,24.5,51.6,"1,402"
2015/4/30,台北一,芒果 金煌,86.3,62.9,31.5,61.3,"1,004"
2015/5/1,台北一,芒果 金煌,88.5,60.2,34,60.6,"1,862"
2015/5/2,台北一,芒果 金煌,70,51.3,32.4,51.3,"4,030"
2015/5/3,台北一,芒果 金煌,81.9,56.3,32.1,56.6,"1,471"
2015/5/5,台北一,芒果 金煌,90.6,63,30.7,62,990
2015/5/6,台北一,芒果 金煌,89.7,67.5,37.3,65.9,764
2015/5/7,台北一,芒果 金煌,77.2,51.7,30.3,52.5,"1,640"
2015/5/8,台北一,芒果 金煌,70.4,47.5,28.4,48.3,"2,107"
2015/5/9,台北一,芒果 金煌,73.7,43,25.6,45.6,"3,620"
2015/5/10,台北一,芒果 金煌,76.2,37.2,17.9,41.1,"1,913"
2015/5/12,台北一,芒果 金煌,75.7,41.1,23.6,44.5,"2,146"
2015/5/13,台北一,芒果 金煌,80.1,48.1,26,50.1,"2,293"
2015/5/14,台北一,芒果 金煌,72.3,48.7,23.4,48.4,"1,936"
2015/5/15,台北一,芒果 金煌,82.7,51.3,26,52.5,"2,794"
2015/5/16,台北一,芒果 金煌,70.5,49.7,27,49.3,"5,048"
2015/5/17,台北一,芒果 金煌,60.1,37.3,25.3,39.5,"5,888"
2015/5/19,台北一,芒果 金煌,62.3,36.8,19.9,38.5,"5,699"
2015/5/20,台北一,芒果 金煌,55.2,31.1,17.3,33.2,"4,928"
2015/5/21,台北一,芒果 金煌,41.9,23.3,15.6,25.5,"3,701"
2015/5/22,台北一,芒果 金煌,45.7,25.2,13.9,27,"2,383"
2015/5/23,台北一,芒果 金煌,47.8,28.4,16,29.8,"5,775"
2015/5/24,台北一,芒果 金煌,45.9,26.8,15.7,28.4,"4,833"
2015/5/26,台北一,芒果 金煌,49.1,28.8,20.8,31.3,"4,608"
2015/5/27,台北一,芒果 金煌,50.5,29.6,17.2,31.3,"3,466"
2015/5/28,台北一,芒果 金煌,60.2,34.4,17.1,36.1,"3,758"
2015/5/29,台北一,芒果 金煌,42.9,25.8,10.9,26.2,"3,905"
2015/5/30,台北一,芒果 金煌,51.4,29.5,17.7,31.5,"5,960"
2015/5/31,台北一,芒果 金煌,41.7,24.6,12.1,25.5,"10,467"
2015/6/2,台北一,芒果 金煌,46.2,23.9,12.4,26.1,"8,629"
2015/6/3,台北一,芒果 金煌,40.4,22.5,12,24,"5,523"
2015/6/4,台北一,芒果 金煌,43.3,21.9,10.8,24,"5,708"
2015/6/5,台北一,芒果 金煌,38.3,20.8,11.6,22.4,"5,769"
2015/6/6,台北一,芒果 金煌,37.2,20.4,11.3,22,"8,047"
2015/6/7,台北一,芒果 金煌,36.4,19.4,9.3,20.8,"9,833"
2015/6/9,台北一,芒果 金煌,38,21.2,12.7,22.8,"8,228"
2015/6/10,台北一,芒果 金煌,33.6,22.3,13.8,22.9,"4,922"
2015/6/11,台北一,芒果 金煌,28.3,19.9,12.8,20.1,"4,340"
2015/6/12,台北一,芒果 金煌,32,22.2,14.1,22.6,"7,794"
2015/6/13,台北一,芒果 金煌,35.4,20.6,12.6,22,"9,912"
2015/6/14,台北一,芒果 金煌,36.8,22.7,12,23.4,"8,791"
2015/6/16,台北一,芒果 金煌,38.9,23.1,13.7,24.4,"9,210"
2015/6/17,台北一,芒果 金煌,34.3,21.2,12.1,22,"8,048"
