機構名稱,縣市,行政區,地址全址,特約服務項目,機構電話,電子郵件,機構負責人姓名
新北市三重區衛生所,新北市,三重區,新北市三重區中山里新北大道一段一號,居家失能個案家庭醫師照護服務,02-2982-5233,am1172@ntpc.gov.tw,林幸玟
寶護企業社附設新北市私立寶護居家長照機構,新北市,蘆洲區,新北市蘆洲區恆德里中山二路12號2樓,個案管理服務,02-77522022,bear5583@gmail.com,王智婷
寶護企業社附設新北市私立寶護居家長照機構,新北市,蘆洲區,新北市蘆洲區恆德里中山二路12號2樓,居家服務,02-77522022,bear5583@gmail.com,王智婷
寶護企業社附設新北市私立寶護居家長照機構,新北市,蘆洲區,新北市蘆洲區恆德里中山二路12號2樓,喘息服務,02-77522022,bear5583@gmail.com,王智婷
新北市私立樂智居家長照機構,新北市,板橋區,新北市板橋區民族路228號2樓,個案管理服務,02-22710871,aa5174aa@gmail.com,許雅婷
新北市私立樂智居家長照機構,新北市,板橋區,新北市板橋區民族路228號2樓,居家服務,02-22710871,aa5174aa@gmail.com,許雅婷
新北市私立樂智居家長照機構,新北市,板橋區,新北市板橋區民族路228號2樓,喘息服務,02-22710871,aa5174aa@gmail.com,許雅婷
新北市私立恩祥老人長期照顧中心(養護型),新北市,蘆洲區,新北市蘆洲區仁德里三民路26巷51號3樓,喘息服務,02-22885959,a22885775@yahoo.com.tw,黃冠銘
私立三民護理之家,新北市,蘆洲區,新北市蘆洲區三民路26巷51號1樓、2樓,喘息服務,(02)22886211,s22885959@yahoo.com.tw,楊玫芳
新北市益智長期照顧關懷協會,新北市,三峽區,新北市三峽區國慶路106號,喘息服務,02-86715738,yizhi.ltc@gmail.com,張明龍
財團法人伊甸社會福利基金會附設新北市私立三峽北大社區長照機構,新北市,三峽區,新北市三峽區龍恩里學成路396號2樓之1,日間照顧服務,02-86713217,eden6850@eden.org.tw,羅紀琼
財團法人伊甸社會福利基金會附設新北市私立三峽北大社區長照機構,新北市,三峽區,新北市三峽區龍恩里學成路396號2樓之1,喘息服務,02-86713217,eden6850@eden.org.tw,羅紀琼
柏愛藥局,新北市,永和區,新北市永和區復興里博愛街26號,喘息服務,02-89285609,boaipharmacy.201306@gmail.com,鄭文柏
大心管理顧問股份有限公司附設新北市私立誠心居家長照機構,新北市,永和區,新北市永和區保生路46號2樓,居家服務,02-89213833,baby.w0708@gmail.com,魏筱芸
大心管理顧問股份有限公司附設新北市私立誠心居家長照機構,新北市,永和區,新北市永和區保生路46號2樓,喘息服務,02-89213833,baby.w0708@gmail.com,魏筱芸
家心照服庭院股份有限公司附設新北市私立家心居家長照機構,新北市,永和區,新北市永和區中正路666巷27號1樓,居家服務,2950-9009,Jxin62819@gmail.com,施凱瑄
家心照服庭院股份有限公司附設新北市私立家心居家長照機構,新北市,永和區,新北市永和區中正路666巷27號1樓,喘息服務,2950-9009,Jxin62819@gmail.com,施凱瑄
清福醫院,新北市,三峽區,新北市三峽區介壽路一段286號2樓,個案管理服務,02-26739288,yuan19762@gmail.com,王炯琅
渥康國際股份有限公司附設臺北市私立康禾社區長照機構,臺北市,松山區,臺北市松山區南京東路三段285號3樓,日間照顧服務,77056178,khdaycare.service@gmail.com,林恩
渥康國際股份有限公司附設臺北市私立康禾社區長照機構,臺北市,松山區,臺北市松山區南京東路三段285號3樓,喘息服務,77056178,khdaycare.service@gmail.com,林恩
行天宮醫療志業醫療財團法人附設恩主公居家護理所,新北市,三峽區,新北市三峽區復興路367巷4號1~2樓,專業照護服務,02-26723456#8714,11038@km.eck.org.tw,陳秀玲
新北市私立廣福老人長期照顧中心(養護型),新北市,板橋區,新北市板橋區留侯里廣權路2號4樓,喘息服務,289514435,guangfu4712@gmail.com,楊閎升
臺北市私立大千之家社區式服務類長期照顧機構(家庭托顧),臺北市,北投區,臺北市北投區中庸里雙全街48巷5號,家庭托顧服務,929314190,naro@ms66.url.com.tw,李元傑
臺北市私立大千之家社區式服務類長期照顧機構(家庭托顧),臺北市,北投區,臺北市北投區中庸里雙全街48巷5號,家庭托顧服務,929314190,naro@ms66.url.com.tw,李元傑
皓仁健康照護事業有限公司附設新北市私立皓仁居家式服務類長期照顧服務機構,新北市,汐止區,新北市汐止區大同里大同路二段240號11樓,居家服務,02-26480680,yenjen@haoren.com.tw,謝李麗雲
皓仁健康照護事業有限公司附設新北市私立皓仁居家式服務類長期照顧服務機構,新北市,汐止區,新北市汐止區大同里大同路二段240號11樓,喘息服務,02-26480680,yenjen@haoren.com.tw,謝李麗雲
財團法人伊甸社會福利基金會附設新北市私立鶯歌大湖社區長照機構,新北市,鶯歌區,新北市鶯歌區中湖里大湖路338巷2號,日間照顧服務,02-26776759,eden8380@eden.org.tw,羅紀琼
財團法人伊甸社會福利基金會附設新北市私立鶯歌大湖社區長照機構,新北市,鶯歌區,新北市鶯歌區中湖里大湖路338巷2號,喘息服務,02-26776759,eden8380@eden.org.tw,羅紀琼
新北市立聯合醫院,新北市,三重區,新北市三重區中山里新北大道一段3號,個案管理服務,02-29829111,AO8667@ntpc.gov.tw,項正川
新北市立聯合醫院,新北市,三重區,新北市三重區中山里新北大道一段3號,專業照護服務,02-29829111,AO8667@ntpc.gov.tw,項正川
新北市立聯合醫院,新北市,三重區,新北市三重區中山里新北大道一段3號,喘息服務,02-29829111,AO8667@ntpc.gov.tw,項正川
新北市立聯合醫院,新北市,三重區,新北市三重區中山里新北大道一段3號,居家失能個案家庭醫師照護服務,02-29829111,AO8667@ntpc.gov.tw,項正川
三重中興醫院,新北市,三重區,新北市三重區中興北街21號,個案管理服務,29959680,kuoshyang@gmail.com,李高淵
三重中興醫院,新北市,三重區,新北市三重區中興北街21號,專業照護服務,29959680,kuoshyang@gmail.com,李高淵
宜寧居家護理所,臺北市,士林區,臺北市士林區前港里承德路四段235號9樓,專業照護服務,02-28822382,karenchang0913@gmail.com,張肇仙
財團法人中華民國佛教慈濟慈善事業基金會新北市私立慈濟三重社區長照機構,新北市,三重區,新北市三重區大有里中正北路472號1樓,日間照顧服務,29810310#113,sth00070@tzuchi.org.tw,釋證嚴
財團法人中華民國佛教慈濟慈善事業基金會新北市私立慈濟三重社區長照機構,新北市,三重區,新北市三重區大有里中正北路472號1樓,喘息服務,29810310#113,sth00070@tzuchi.org.tw,釋證嚴
達特窩可居家物理治療所,新北市,三峽區,新北市三峽區介壽路一段276巷108弄1號,專業照護服務,02-26748522,drwalk4u@gmail.com,賴維澤
康健家庭醫學科診所,新北市,鶯歌區,新北市鶯歌區建國路231號,居家失能個案家庭醫師照護服務,02-26788558,kangjiangp@gmail.com,陳振芳
百禾長照社團法人附設新北市私立百禾住宿長照機構,新北市,板橋區,新北市板橋區南雅南路1段8號2樓本號及8號2樓之1至66,喘息服務,02-29661717,baihe2966@gmail.com,施忠瑜
謝坤川診所,新北市,板橋區,新北市板橋區陽明街10號,居家失能個案家庭醫師照護服務,02-22562949,vision2195@gmail.com,謝坤川
新北市私立愛迪樂居家長照機構,新北市,林口區,新北市林口區文化一路一段190巷6-2號,個案管理服務,02-25216043,a0986391797@gmail.com,莊政修
新北市私立愛迪樂居家長照機構,新北市,林口區,新北市林口區文化一路一段190巷6-2號,居家服務,02-25216043,a0986391797@gmail.com,莊政修
新北市私立愛迪樂居家長照機構,新北市,林口區,新北市林口區文化一路一段190巷6-2號,喘息服務,02-25216043,a0986391797@gmail.com,莊政修
財團法人老五老基金會附設新北市私立老五老居家式服務類長期照顧服務機構,新北市,汐止區,新北市汐止區新昌里忠孝東路286號2樓,個案管理服務,02-86422321,tp@ofo.org.tw,陳麗欣
財團法人老五老基金會附設新北市私立老五老居家式服務類長期照顧服務機構,新北市,汐止區,新北市汐止區新昌里忠孝東路286號2樓,居家服務,02-86422321,tp@ofo.org.tw,陳麗欣
財團法人老五老基金會附設新北市私立老五老居家式服務類長期照顧服務機構,新北市,汐止區,新北市汐止區新昌里忠孝東路286號2樓,喘息服務,02-86422321,tp@ofo.org.tw,陳麗欣
摩克動力資訊股份有限公司,臺北市,大同區,臺北市大同區昌吉街186號,交通接送服務,02-25866533,agentservice@mocca.com.tw,徐龍翔
社團法人台灣多元社會福利協會私立多福居家長照機構,臺北市,北投區,臺北市北投區溫泉里溫泉路68之10號,居家服務,02-28927001,dofuhs@gmail.com,林政緯
社團法人台灣多元社會福利協會私立多福居家長照機構,臺北市,北投區,臺北市北投區溫泉里溫泉路68之10號,喘息服務,02-28927001,dofuhs@gmail.com,林政緯
財團法人中華文化社會福利事業基金會附設新北市私立翠柏新村老人安養中心,新北市,汐止區,新北市汐止區長青里永春一路5號,喘息服務,02-26451001,na01.na02@msa.hinet.net,張正中
國立臺灣大學醫學院附設醫院金山分院,新北市,金山區,新北市金山區五湖里11鄰玉爐路7號,個案管理服務,02-24989898#7506,j00867@js.ntuh.gov.tw,張志豪
國立臺灣大學醫學院附設醫院金山分院,新北市,金山區,新北市金山區五湖里11鄰玉爐路7號,專業照護服務,02-24989898#7506,j00867@js.ntuh.gov.tw,張志豪
國立臺灣大學醫學院附設醫院金山分院,新北市,金山區,新北市金山區五湖里11鄰玉爐路7號,居家失能個案家庭醫師照護服務,02-24989898#7506,j00867@js.ntuh.gov.tw,張志豪
國泰醫療財團法人汐止國泰綜合醫院,新北市,汐止區,新北市汐止區建成路59巷2號,個案管理服務,02-26482121,sjd5130@cgh.org.tw,林慶齡
新北市私立友福居家長照機構,新北市,淡水區,新北市淡水區竿蓁里淡金路38巷104號1樓,個案管理服務,226283001,youfu1313@gmail.com,王健山
新北市私立友福居家長照機構,新北市,淡水區,新北市淡水區竿蓁里淡金路38巷104號1樓,居家服務,226283001,youfu1313@gmail.com,王健山
新北市私立友福居家長照機構,新北市,淡水區,新北市淡水區竿蓁里淡金路38巷104號1樓,喘息服務,226283001,youfu1313@gmail.com,王健山
新北市石門區衛生所,新北市,石門區,新北市石門區中山路28-1號,個案管理服務,02-26381007,ntpc260@ntpc.gov.tw,陳凡倩
新北市石門區衛生所,新北市,石門區,新北市石門區中山路28-1號,居家失能個案家庭醫師照護服務,02-26381007,ntpc260@ntpc.gov.tw,陳凡倩
新北市私立景馨護理之家,新北市,新莊區,新北市新莊區化成路63巷41號1、2樓,喘息服務,02-89921892,pigudada@hotmail.com,陳素琦
新北市石碇區衛生所,新北市,石碇區,新北市石碇區潭邊里碇坪路一段82號 ,居家失能個案家庭醫師照護服務,02-26631325,AA4141@ntpc.gov.tw,姚智偉
永鑫物理治療所,臺北市,南港區,臺北市南港區八德路四段885號3樓,專業照護服務,2396-2222,pthao30@gmail.com,張清豪
新北市私立忠祥老人長期照顧中心(養護型),新北市,中和區,新北市中和區中山路2段327巷1號4樓,喘息服務,22473386,avachen1011@gmail.com,陳韋君
詠靜護理之家,新北市,深坑區,新北市深坑區萬順里北深路三段99、101、103號3、4樓及105號1、3、4樓,日間照顧服務,26621620,shen.serina@gmail.com,沈惠萍
詠靜護理之家,新北市,深坑區,新北市深坑區萬順里北深路三段99、101、103號3、4樓及105號1、3、4樓,喘息服務,26621620,shen.serina@gmail.com,沈惠萍
康杏銀髮事業股份有限公司附設新北市私立康杏銀髮居家長照機構,新北市,中和區,新北市中和區中山路二段296號14樓之4,居家服務,02-82282599,kangshinginfa@gmail.com,黃佳雯
康杏銀髮事業股份有限公司附設新北市私立康杏銀髮居家長照機構,新北市,中和區,新北市中和區中山路二段296號14樓之4,喘息服務,02-82282599,kangshinginfa@gmail.com,黃佳雯
新北市私立璟濰居家長照機構,新北市,中和區,新北市中和區安平路40號1樓,專業照護服務,8245-8585,cwcare2019@gmail.com,王瑀潔
新北市私立璟濰居家長照機構,新北市,中和區,新北市中和區安平路40號1樓,居家服務,8245-8585,cwcare2019@gmail.com,王瑀潔
新北市私立璟濰居家長照機構,新北市,中和區,新北市中和區安平路40號1樓,喘息服務,8245-8585,cwcare2019@gmail.com,王瑀潔
新北市瑞芳區衛生所,新北市,瑞芳區,新北市瑞芳區龍興里明燈路三段1號,個案管理服務,02-24972132,an5927@ntpc.gov.tw,麥可
新北市瑞芳區衛生所,新北市,瑞芳區,新北市瑞芳區龍興里明燈路三段1號,居家失能個案家庭醫師照護服務,02-24972132,an5927@ntpc.gov.tw,麥可
新北市石碇區衛生所,新北市,石碇區,新北市石碇區潭邊里碇坪路一段82號 ,個案管理服務,02-26631325,AA4141@ntpc.gov.tw,姚智偉
宏十字護理之家,新北市,深坑區,新北市深坑區北深路三段99至105號7、8樓,喘息服務,02-26626893,A49877920@gmail.com,張麗英
新北市私立恩勤居家長照機構,新北市,板橋區,新北市板橋區文化路一段189號7樓,居家服務,8953-5988,kelly2266@kimo.com,陳蕙汎
新北市私立恩勤居家長照機構,新北市,板橋區,新北市板橋區文化路一段189號7樓,喘息服務,8953-5988,kelly2266@kimo.com,陳蕙汎
新北市私立一芯居家長照機構,新北市,深坑區,新北市深坑區埔新街58巷38號,居家服務,26621688,nanaco.lin@msa.hinet.net,葉如芬
新北市私立一芯居家長照機構,新北市,深坑區,新北市深坑區埔新街58巷38號,喘息服務,26621688,nanaco.lin@msa.hinet.net,葉如芬
新北市私立一芯居家長照機構,新北市,深坑區,新北市深坑區埔新街58巷38號,專業照護服務,26621688,nanaco.lin@msa.hinet.net,葉如芬
新北市貢寮區衛生所,新北市,貢寮區,新北市貢寮區真理里仁愛路128號,個案管理服務,02-24901431,AM9230@ntpc.gov.tw,林中一
新北市貢寮區衛生所,新北市,貢寮區,新北市貢寮區真理里仁愛路128號,交通接送服務,02-24901431,AM9230@ntpc.gov.tw,林中一
新北市貢寮區衛生所,新北市,貢寮區,新北市貢寮區真理里仁愛路128號,居家失能個案家庭醫師照護服務,02-24901431,AM9230@ntpc.gov.tw,林中一
新北市私立金田居家長照機構,新北市,深坑區,新北市深坑區埔新街95巷5號,喘息服務,2662-7788,alq2215@icloud.com,陳聖偉
新北市貢寮區衛生所附設物理治療所,新北市,貢寮區,新北市貢寮區仁愛路128號3樓,專業照護服務,02-24901431,AH6945@ntpc.gov.tw,李庭嘉
有限責任新北市原住民溫馨照顧服務勞動合作社,新北市,烏來區,新北市烏來區忠治里忠治路76號,喘息服務,02-26618120,yestaiyan@yahoo.com,郭美玉
有限責任新北市原住民溫馨照顧服務勞動合作社,新北市,烏來區,新北市烏來區忠治里忠治路76號,營養餐飲服務,02-26618120,yestaiyan@yahoo.com,郭美玉
財團法人私立廣恩老人養護中心附設新北市私立瑞芳明燈社區長照機構,新北市,瑞芳區,新北市瑞芳區龍興里明燈路三段2號2樓,小規模多機能服務,02-24063888,rueifang103@gmail.com,林偉峰
財團法人一粒麥子社會福利慈善事業基金會附設新北市私立有福居家式服務類長期照顧服務機構,新北市,平溪區,新北市平溪區嶺腳里中華街61號1樓,個案管理服務,02-89117897,sandra@wheat.org.tw,呂信雄
財團法人一粒麥子社會福利慈善事業基金會附設新北市私立有福居家式服務類長期照顧服務機構,新北市,平溪區,新北市平溪區嶺腳里中華街61號1樓,居家服務,02-89117897,sandra@wheat.org.tw,呂信雄
財團法人一粒麥子社會福利慈善事業基金會附設新北市私立有福居家式服務類長期照顧服務機構,新北市,平溪區,新北市平溪區嶺腳里中華街61號1樓,喘息服務,02-89117897,sandra@wheat.org.tw,呂信雄
新北市平溪區衛生所,新北市,平溪區,新北市平溪區公園街17號,個案管理服務,02-24951015,tpc262@ntpc.gov.tw,廖廣榆
新北市烏來區衛生所,新北市,烏來區,新北市烏來區新烏路五段109號,個案管理服務,02 26617200,tpc270@ntpc.gov.tw,温傑
新北市烏來區衛生所,新北市,烏來區,新北市烏來區新烏路五段109號,居家失能個案家庭醫師照護服務,02 26617200,tpc270@ntpc.gov.tw,温傑
新北市烏來區衛生所,新北市,烏來區,新北市烏來區新烏路五段109號,交通接送服務,02 26617200,tpc270@ntpc.gov.tw,温傑
新北市坪林區衛生所,新北市,坪林區,新北市坪林區坪林街104號,個案管理服務,(02)26656272,AL6070@ntpc.gov.tw,李政宜
新北市坪林區衛生所,新北市,坪林區,新北市坪林區坪林街104號,交通接送服務,(02)26656272,AL6070@ntpc.gov.tw,李政宜
新北市坪林區衛生所,新北市,坪林區,新北市坪林區坪林街104號,居家失能個案家庭醫師照護服務,(02)26656272,AL6070@ntpc.gov.tw,李政宜
新北市雙溪區衛生所,新北市,雙溪區,新北市雙溪區新基里新基南街18號,個案管理服務,02-24931210#22,Ag9215@ntpc.gov.tw,吳一青
新北市雙溪區衛生所,新北市,雙溪區,新北市雙溪區新基里新基南街18號,交通接送服務,02-24931210#22,Ag9215@ntpc.gov.tw,吳一青
新北市雙溪區衛生所,新北市,雙溪區,新北市雙溪區新基里新基南街18號,居家失能個案家庭醫師照護服務,02-24931210#22,Ag9215@ntpc.gov.tw,吳一青
新北市深坑區衛生所,新北市,深坑區,新北市深坑區深坑里深坑街165號,個案管理服務,02-26621567,ntpc267@ntpc.gov.tw,李欣融
新北市深坑區衛生所,新北市,深坑區,新北市深坑區深坑里深坑街165號,居家失能個案家庭醫師照護服務,02-26621567,ntpc267@ntpc.gov.tw,李欣融
財團法人老五老基金會附設新北市私立石碇楓子林社區長照機構(石碇楓子林公共托老中心),新北市,石碇區,新北市石碇區豐林里楓子林32-1號2-3樓,日間照顧服務,(02)2663-2885,hanneh@ofo.org.tw,陳麗欣
財團法人老五老基金會附設新北市私立石碇楓子林社區長照機構(石碇楓子林公共托老中心),新北市,石碇區,新北市石碇區豐林里楓子林32-1號2-3樓,喘息服務,(02)2663-2885,hanneh@ofo.org.tw,陳麗欣
洪石數位生活股份有限公司附設新北市私立到咖手居家長照機構,新北市,板橋區,新北市板橋區文化路一段32巷10號1樓,個案管理服務,2272-6233,info@docaso885.com,林昌坤
洪石數位生活股份有限公司附設新北市私立到咖手居家長照機構,新北市,板橋區,新北市板橋區文化路一段32巷10號1樓,專業照護服務,2272-6233,info@docaso885.com,林昌坤
財團法人一粒麥子社會福利慈善事業基金會(嶺腳里)(社照C),新北市,新店區,新北市新店區民權路42巷59弄12號5樓,交通接送服務,02-89117897 #12、#15,W104116@wheat.org.tw,呂信雄
財團法人一粒麥子社會福利慈善事業基金會(嶺腳里)(社照C),新北市,新店區,新北市新店區民權路42巷59弄12號5樓,營養餐飲服務,02-89117897 #12、#15,W104116@wheat.org.tw,呂信雄
福康居家護理所,新北市,土城區,新北市土城區學享街58號9樓之9,專業照護服務,02-82625224,cicic50@gmail.com,張慧娟
主恩診所,新北市,三峽區,新北市三峽區大同路98之2號1樓,居家失能個案家庭醫師照護服務,02-26714328,edrelife@gmail.com,于正宗
理馨心理諮商所,新北市,土城區,新北市土城區永安街103號5樓,專業照護服務,0968-989-195,lixincounseling@gmail.com,陳淑蓮
聯合營養諮詢中心,新北市,新店區,新北市新店區寶宏路5-1號4樓,專業照護服務,02-29182689,uncc222@gmail.com,胡蘊玉
丁良文內科診所,新北市,蘆洲區,新北市蘆洲區長安街3號1樓,居家失能個案家庭醫師照護服務,82822809,dinglw@gmail.com,丁良文
天文大藥局,新北市,淡水區,新北市淡水區新春街136號,個案管理服務,02-86312050,everu008@gmail.com,王玥玓
天文大藥局,新北市,淡水區,新北市淡水區新春街136號,專業照護服務,02-86312050,everu008@gmail.com,王玥玓
沃恩有限公司附設新北市私立耆樂居家長照機構,新北市,汐止區,新北市汐止區復興里新台五路一段79號7樓B室,居家服務,02-86983877,w86983877@gmail.com,林顯寬
沃恩有限公司附設新北市私立耆樂居家長照機構,新北市,汐止區,新北市汐止區復興里新台五路一段79號7樓B室,喘息服務,02-86983877,w86983877@gmail.com,林顯寬
(新北)財團法人老五老基金會,新北市,石碇區,新北市石碇區楓子林32-1號3樓,營養餐飲服務,02-86422321,shuping@ofo.org.tw,陳麗欣
 啟宗心理諮商所,臺北市,大安區,臺北市大安區東豐街7號5樓之2,專業照護服務,2325-4066,openmindcenter1050820@gmail.com,林世莉
康園護理之家,新北市,新店區,新北市新店區安興路91巷31號1至5樓,日間照顧服務,(02)86663556,kynh2015@hotmail.com,郭寶麗
康園護理之家,新北市,新店區,新北市新店區安興路91巷31號1至5樓,喘息服務,(02)86663556,kynh2015@hotmail.com,郭寶麗
居芮股份有限公司附設新北市私立和芮居家長照機構,新北市,新店區,新北市新店區中興路三段138號9樓之1,個案管理服務,2912-1860,4tsaimh0530@gmail.com,蔡賢聲
居芮股份有限公司附設新北市私立和芮居家長照機構,新北市,新店區,新北市新店區中興路三段138號9樓之1,居家服務,2912-1860,4tsaimh0530@gmail.com,蔡賢聲
居芮股份有限公司附設新北市私立和芮居家長照機構,新北市,新店區,新北市新店區中興路三段138號9樓之1,喘息服務,2912-1860,4tsaimh0530@gmail.com,蔡賢聲
金大心股份有限公司附設新北市私立金大心綜合長照機構,新北市,樹林區,新北市樹林區東昇里大安路577號1至2樓,居家服務,976324847,jindaxin577@gmail.com,吳秉珊
金大心股份有限公司附設新北市私立金大心綜合長照機構,新北市,樹林區,新北市樹林區東昇里大安路577號1至2樓,日間照顧服務,976324847,jindaxin577@gmail.com,吳秉珊
金大心股份有限公司附設新北市私立金大心綜合長照機構,新北市,樹林區,新北市樹林區東昇里大安路577號1至2樓,喘息服務,976324847,jindaxin577@gmail.com,吳秉珊
金大心股份有限公司附設新北市私立金大心綜合長照機構,新北市,樹林區,新北市樹林區東昇里大安路577號1至2樓,專業照護服務,976324847,jindaxin577@gmail.com,吳秉珊
新北市私立永安居家長照機構,新北市,新店區,新北市新店區國豐里中正路399巷13號,個案管理服務,02-86656656,a0936732090@gmail.com,周雅婷
新北仁康醫院,新北市,新店區,新北市新店區安康路二段323號,專業照護服務,02-22152345,njkhservice@gmail.com,康義勝
連網健康科技股份有限公司附設新北市私立八八居家長照機構,新北市,新店區,新北市新店區寶慶街39號1樓,居家服務,02-22181111,88care88care@gmail.com,周惠貞
連網健康科技股份有限公司附設新北市私立八八居家長照機構,新北市,新店區,新北市新店區寶慶街39號1樓,喘息服務,02-22181111,88care88care@gmail.com,周惠貞
佛教慈濟醫療財團法人附設台北慈濟居家護理所,新北市,新店區,新北市新店區明德里建國路289號4樓,專業照護服務,02-66289779,maggie16471@tzuchi.com.tw,王蘭英
大立亨租賃有限公司,新北市,新店區,新北市新店區北新路三段40號,交通接送服務,02-29175757,a0922455004@gmail.com,林勝文
新北仁康醫院附設護理之家,新北市,新店區,新北市新店區安康路二段323號3樓及325號,喘息服務,22152345,njkhservice@gmail.com,康淑儀
悠康事業有限公司附設新北市私立悠康居家長照機構,新北市,新莊區,新北市新莊區海山里中正路421巷18號1樓,居家服務,936916081,greatrichd.yucom@gmail.com,洪偉榮
悠康事業有限公司附設新北市私立悠康居家長照機構,新北市,新莊區,新北市新莊區海山里中正路421巷18號1樓,喘息服務,936916081,greatrichd.yucom@gmail.com,洪偉榮
臺北市私立安歆居家式服務類長期照顧服務機構,臺北市,中山區,臺北市中山區興亞里松江路50號3樓,居家服務,02-25372586,crcanhsin@gmail.com,余建華
臺北市私立安歆居家式服務類長期照顧服務機構,臺北市,中山區,臺北市中山區興亞里松江路50號3樓,喘息服務,02-25372586,crcanhsin@gmail.com,余建華
福耕居家護理所,新北市,新莊區,新北市新莊區新樹路609之14號,專業照護服務,(02)22075257,Fg0905586663@gmail.com,余慧雯
蘇診所,新北市,新莊區,新北市新莊區民安路109號1樓,居家失能個案家庭醫師照護服務,222069926,min123an456road@gmail.com,蘇石泉
新北市私立親齡居家長照機構,新北市,三芝區,新北市三芝區埔頭里長安街53巷6號1樓,居家服務,26360629,claire.2007@livemail.tw,許靜怡
新北市私立親齡居家長照機構,新北市,三芝區,新北市三芝區埔頭里長安街53巷6號1樓,喘息服務,26360629,claire.2007@livemail.tw,許靜怡
新北市三芝區衛生所,新北市,三芝區,新北市三芝區埔坪里中山路一段12號,個案管理服務,26364850-317,tpc259@ntpc.gov.tw,羅世偉
新北市三芝區衛生所,新北市,三芝區,新北市三芝區埔坪里中山路一段12號,居家失能個案家庭醫師照護服務,26364850-317,tpc259@ntpc.gov.tw,羅世偉
詠贊聯合診所,新北市,蘆洲區,新北市蘆洲區中正路85號,居家失能個案家庭醫師照護服務,02-82831555,wellness16888@yahoo.com.tw,邱俊仁
台灣基督長老教會馬偕醫療財團法人附設新北市私立淡水北海岸社區長照機構,新北市,淡水區,新北市淡水區沙崙里沙崙路300號,日間照顧服務,02-28053392,ting.a966@mmh.org.tw,蕭聰穎
台灣基督長老教會馬偕醫療財團法人附設新北市私立淡水北海岸社區長照機構,新北市,淡水區,新北市淡水區沙崙里沙崙路300號,喘息服務,02-28053392,ting.a966@mmh.org.tw,蕭聰穎
新北市私立佳恩居家長照機構,新北市,中和區,新北市中和區中正里中正路500號2樓(第2房),居家服務,8663-8758,1207lohas@gmail.com,鄭婉蓉
新北市私立佳恩居家長照機構,新北市,中和區,新北市中和區中正里中正路500號2樓(第2房),喘息服務,8663-8758,1207lohas@gmail.com,鄭婉蓉
財團法人新北市大樹社會福利基金會附設新北市私立林口仁愛綜合長照機構,新北市,林口區,新北市林口區仁愛里文化一路一段137號1樓,日間照顧服務,02-26068117,jenai201410@gmail.com,鄭文洲
有限責任臺灣第二照顧服務勞動合作社附設臺北市私立二顧居家長照機構,臺北市,中正區,臺北市中正區羅斯福路一段102號8樓,居家服務,02-25527608,tpservice@secondcare.org.tw,伍崑崙
有限責任臺灣第二照顧服務勞動合作社附設臺北市私立二顧居家長照機構,臺北市,中正區,臺北市中正區羅斯福路一段102號8樓,喘息服務,02-25527608,tpservice@secondcare.org.tw,伍崑崙
財團法人新北市大樹社會福利基金會附設新北市私立林口仁愛綜合長照機構,新北市,林口區,新北市林口區仁愛里文化一路一段137號1樓,居家服務,02-26068117,jenai201410@gmail.com,鄭文洲
財團法人新北市大樹社會福利基金會附設新北市私立林口仁愛綜合長照機構,新北市,林口區,新北市林口區仁愛里文化一路一段137號1樓,喘息服務,02-26068117,jenai201410@gmail.com,鄭文洲
新北市私立迦勒老人長期照顧中心(養護型),新北市,土城區,新北市土城區延壽路9號,喘息服務,(02)82621968,tucheng.caleb@msa.hinet.net,林美燕
祝三實業股份有限公司,新北市,板橋區,新北市板橋區遠東路3號4樓L室,交通接送服務,02-29685661#675,abcd29661009@gmail.com,蕭中正
千歲小兒科診所,新北市,樹林區,新北市樹林區千歲街47號1樓,居家失能個案家庭醫師照護服務,86871390,osm560601@gmail.com,歐淑美
新北市私立迦順老人長期照顧中心(養護型),新北市,板橋區,新北市板橋區館前西路6號8樓,喘息服務,2964-5889,c72621252@gmail.com,曾翠信
臺北市私立安歆松江社區長照機構,臺北市,中山區,臺北市中山區中央里松江路50號3樓,日間照顧服務,02-25371116,yaru42@gmail.com,張維庭
臺北市私立安歆松江社區長照機構,臺北市,中山區,臺北市中山區中央里松江路50號3樓,喘息服務,02-25371116,yaru42@gmail.com,張維庭
好物理治療所,臺北市,文山區,臺北市文山區萬隆里萬隆街64號,專業照護服務,,imio1688@gmail.com,林佑青
安理健康事業股份有限公司附設臺北市私立安理居家長照機構,臺北市,中正區,臺北市中正區光復里重慶南路1段10號8樓之15(111室),居家服務,932339650,shih1112002@yahoo.com.tw,史辰雄
安理健康事業股份有限公司附設臺北市私立安理居家長照機構,臺北市,中正區,臺北市中正區光復里重慶南路1段10號8樓之15(111室),喘息服務,932339650,shih1112002@yahoo.com.tw,史辰雄
黃志勳診所,新北市,五股區,新北市五股區成泰路二段69號1樓,居家失能個案家庭醫師照護服務,02-22910978,hwang100@ms2.hinet.net,黃志勳
博思診所,新北市,林口區,新北市林口區中正路20號1樓,居家失能個案家庭醫師照護服務,02-26015666,breathclinic2020@gmail.com,莊淇源
新北市泰山區衛生所,新北市,泰山區,新北市泰山區全興路212號3樓,居家失能個案家庭醫師照護服務,2909-9921,AG3660@ntpc.gov.tw,簡佳怡
